"Product Name","Installed Base Track","IP Type","Product: Created Date","Product Family","Product Group","Product Family Group","Product Service Group","Sibex Name","AARO Code","Business Area","Business Responsible","Product Group Description","Item Group","Item Group Description","Active (Product)","Product Code","Movex Part Number","Oracle CPQ Cloud Part Number","Status","Movex Full Description","Product: Created By"
"CG5000 PACK HARDWARE SET CA","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Cervical applicators","Cervical Hardware Set","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","710767X","710767X","CG5000","Released","CG5000 PCKGD HARDWARE SET CA","Movex IntegrationUser"
"PCKGD HARDWARE SPARE SET CA","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Cervical applicators","Cervical Applicator Spare Hardware Set","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","710769","710769","CG7000","Released","CG7000 PCKGD HARDWARE SPARE SET CA","Movex IntegrationUser"
"PCKGD LM TANDEM 45DEGCA","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710773","710773","CG4045","Released","PCKGD LM TANDEM 45DEG CA","Movex IntegrationUser"
"PCKGD LM TANDEM 30DEGCA","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710776","710776","CG4030","Released","PCKGD LM TANDEM 30DEG CA","Movex IntegrationUser"
"PCKGD LM TANDEM 15","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710778","710778","CG4015","Released","PCKGD LM TANDEM 15DEG","Movex IntegrationUser"
"PCKGD LM TANDEM STRAIGHT","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710780","710780","CG4010","Released","PCKGD LM TANDEM STRAIGHT","Movex IntegrationUser"
"PCKGD LM COLPOSTAT OVOID1CA","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710782","710782","CG4001","Released","PCKGD LM COLPOSTAT OVOID 1 CA","Movex IntegrationUser"
"PCKGD LM COLPOSTATOVOID 2CA","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710784","710784","CG4002","Released","PCKGD LM COLPOSTAT OVOID 2 CA","Movex IntegrationUser"
"PCKGD CAP CA","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710786","710786","CG5005","Released","PCKGD CAP CA","Movex IntegrationUser"
"PCKGD STOPPER& SET SCREW M6CA","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710788","710788","CG5020","Released","PCKGD STOPPER SET SCREW M6 CA","Movex IntegrationUser"
"PCKGD L M ASSY CLAMP ROD CA","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710794","710794","CG5040","Released","PCKGD L M ASSY CLAMP ROD CA","Movex IntegrationUser"
"PCKGD LM WELDED ASYBRACKET FL","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710797","710797","CG5060","Released","PCKGD LM WELDED ASSY BRACKET FL","Movex IntegrationUser"
"PCKGD THUMBSCREWTANDEMBRCKT","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710800","710800","CG5065","Released","PCKGD THUMBSCREW TANDEM BRCKT","Movex IntegrationUser"
"PCKGD FLANGE HEX SCREW M6CA","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710802","710802","CG5070","Released","PCKGD FLANGE HEX SCREW M6 CA","Movex IntegrationUser"
"PCKGD SET SCREWHXLBLRT10M55","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710804","710804","CG3020-M5.5","Released","PCKGD SET SCREW HXLBLR T10 M55","Movex IntegrationUser"
"PCKGD SETSCREW HXLBLR T10 M6","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710806","710806","CG3025-M6.0","Released","PCKGD SET SCREW HXLBLR T10 M6","Movex IntegrationUser"
"PCKGD SETSCREWHXLBLR T10M65","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710808","710808","CG3030-M6.5","Released","PCKGD SET SCREW HXLBLR T10 M65","Movex IntegrationUser"
"PCKGD ASY GUIDE TUBECERVICAL","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710812","710812","CG4100","Released","PCKGD ASSY GUIDE TUBE CERVICAL","Movex IntegrationUser"
"PCKGD WRENCH 10MM HEX TI CA","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710814","710814","CG5075","Released","PCKGD WRENCH 10MM HEX TI CA","Movex IntegrationUser"
"PCKGD HXLBLRT10SCREWDRIVERTI","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710818","710818","CG5030","Released","PCKGD HXLBLRT10 SCREWDRIVER TI","Movex IntegrationUser"
"PCKGD CASSETTE CHANNEL CA","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710820","710820","CG4200","Released","PCKGD CASSETTE CHANNEL CA","Movex IntegrationUser"
"PCKGD CASSETTEOVOID2253CM","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710822","710822","CG3220","Released","PCKGD CASSETTE OVOID 2253CM","Movex IntegrationUser"
"PCKGD CASSETTEHARDWARE CA","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710828","710828","CG5200","Released","PCKGD CASSETTE HARDWARE CA","Movex IntegrationUser"
"PCKGD GAGESOURCE25 & 50CM","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710830","710830","F6020","Released","PCKGD GAGE SOURCE 25 & 50CM","Movex IntegrationUser"
"PCKGD LMNITINOL DEPTHGAUGE&HAN","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710833","710833","CG6010","Released","PCKGD LMNITINOL DEPTHGAUGE&HAN","Movex IntegrationUser"
"PCKGD TEMPLATE TANDEM 45DEG","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710835","710835","CG6045","Released","PCKGD TEMPLATE TANDEM 45DEG","Movex IntegrationUser"
"PCKGD TEMPLATETANDEM30DEGCA","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710838","710838","CG6030","Released","PCKGD TEMPLATE TANDEM 30DEG CA","Movex IntegrationUser"
"PCKGD TEMPLATETANDEM15DEGCA","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710840","710840","CG6015","Released","PCKGD TEMPLATE TANDEM 15DEG CA","Movex IntegrationUser"
"CG6000 PCK INSPECTION GAUGESCA","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Cervical applicators","Cervical Applicator Inspection Gauges","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","710842","710842","CG6000","Released","CG6000 PCKGD INSPECTION GAUGES CA","Movex IntegrationUser"
"CG1001 CERVICAL APPL BUNDLE 1","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Cervical applicators","Cervical Applicator Set- Bundle 1","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","710850","710850","CG1001","Released","CG1001 CERVICAL APPLICATOR BUNDLE 1","Movex IntegrationUser"
"CG1002 CERVICAL APPL BUNDLE 2","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Cervical applicators","Cervical Applicator Set- Bundle 2","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","710855","710855","CG1002","Released","CG1002 CERVICAL APPLICATOR BUNDLE 2","Movex IntegrationUser"
"PCKGD HANDLENITINOLDEPTHGAUGE","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710862","710862","CG6005","Released","PCKGD HANDLE NITINOLDEPTHGAUGE","Movex IntegrationUser"
"PCKGD LM LONG COLPOSTATOVICA","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","711002","711002","CG4003","Released","PCKGD LM LONG COLPOSTAT OVI CA","Movex IntegrationUser"
"PCKGD LM LONG COLPOSTATO2CA","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","711003","711003","CG4004","Released","PCKGD LM LONG COLPOSTAT O2 CA","Movex IntegrationUser"
"AG3010 VAGINAL APPLICATOR SET","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Vaginal applicators","Vaginal Applicator Set with Clamp & Base Plate","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","720216","720216","AG3010","Released","AG3010 VAGINAL APPLICATOR SET","Movex IntegrationUser"
"VACUUM PUMP PCKGD","Yes","Product","1/20/2024","Xoft","XHWS","Xoft","Xoft Controller  Accessories","Vacuum Pump","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","720227","720227","E5000","Released","VACUUM PUMP PCKGD","Movex IntegrationUser"
"VACUUM PUMP REFURBISHED","Yes","Product","1/20/2024","Xoft","XHWS","Xoft","Xoft Controller  Accessories","Vacuum Pump","XHWP","386","DIV386","Xoft Service","6001","Xoft Controller","1","720227-R","720227-R","720227-R","Released","VACUUM PUMP REFURBISHED","Movex IntegrationUser"
"FINAL ASSY SOURCE CHANNEL","Yes","Part","1/20/2024","Xoft Service","XHWS","Xoft","","","XHWS","386","DIV386","Xoft Service","6011","Xoft Source","1","720252","720252","SK2050","Released","FINAL ASSY SOURCE CHANNEL","Movex IntegrationUser"
"FINAL ASSY SOURCE CHANNEL","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","720252-R","720252-R","720252-R","Released","FINAL ASSY SOURCE CHANNEL","Movex IntegrationUser"
"PCKGD SINGLE 20MM VAGINAL","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Vaginal applicators","Vaginal Applicator - GY  2.0cm w/source channel","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","720267","720267","AG3020","Released","PCKGD SINGLE 20MM VAGINAL ACCESSORY TO APP","Movex IntegrationUser"
"PCKGD SINGLE 25MM VAGINAL","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Vaginal applicators","Vaginal Applicator - GY  2.5cm  w/source channel","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","720268","720268","AG3025","Released","PCKGD SINGLE 25MM VAGINAL ACCESSORY TO APP","Movex IntegrationUser"
"PCKGD SINGLE 30MM VAGINAL","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Vaginal applicators","Vaginal Applicator - GY  3.0cm w/source channel","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","720269","720269","AG3030","Released","PCKGD SINGLE 30MM VAGINAL ACCESSORY FOR APP","Movex IntegrationUser"
"PCKGD SINGLE 35MM VAGINAL","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Vaginal applicators","Vaginal Applicator - GY  3.5cm w/source channel","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","720270","720270","AG3035","Released","PCKGD SINGLE 35MM VAGINAL ACCESSORY FOR APP","Movex IntegrationUser"
"PCKGD SINGLE SOURCE CHANNEL","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Vaginal applicators","Vaginal Source Channel","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","720273","720273","E1000","Released","PCKGD SINGLE SOURCE CHANNEL","Movex IntegrationUser"
"SK3535 END CAP - 35MM (QTY 10)","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","720296","720296","SK3535","Released","SK3535 END CAP - 35MM (QTY 10)","Movex IntegrationUser"
"SK3510 END CAP - 10MM (QTY 10)","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","720297","720297","SK3510","Released","SK3510 END CAP - 10MM (QTY 10)","Movex IntegrationUser"
"SK3520 END CAP - 20MM (QTY 10)","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","720298","720298","SK3520","Released","SK3520 END CAP - 20MM (QTY 10)","Movex IntegrationUser"
"SK3550 END CAP - 50MM (QTY 10)","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","720299","720299","SK3550","Released","SK3550 END CAP - 50MM (QTY 10)","Movex IntegrationUser"
"SK1001 SURFACE APPLICATOR SET","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Surface Applicators","Xoft Surface applicators set 1","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","720314","720314","SK1001","Released","SK1001 SURFACE APPLICATOR SET","Movex IntegrationUser"
"REFURBISHED SURFACE APPLICATOR","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","720314-R","720314-R","720314-R","Released","REFURBISHED SURFACE APPLICATOR","Movex IntegrationUser"
"PCKGD 10 SILICONE GASKETS","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","720322","720322","SK3560","Released","PCKGD 10 SILICONE GASKETS","Movex IntegrationUser"
"F5500 COOLING TUBING SET M110","Yes","Product","1/20/2024","Xoft","XHWS","Xoft","Xoft Controller  Accessories","Cooling Tubing Set, Model 110","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","720364","720364","F5500","Released","F5500 COOLING TUBING SET M110","Movex IntegrationUser"
"PCKGD 5 HDR X-RAY SOURCE","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Physics kit","HDR X-ray Source Sheath and Plug","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","720641","720641","720641","Released","PCKGD 5 HDR X-RAY SOURCE","Movex IntegrationUser"
"USB FLSH DRIVE (QTY OF 10)","Yes","Product","1/20/2024","Xoft","XHWS","Xoft","Xoft Controller  Accessories","USB Flash Drive - 1GB","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","720654","720654","F5800","Released","USB FLSH DRIVE (QTY OF 10)","Movex IntegrationUser"
"PCKGD CATHETER SUPPORT ASY","Yes","Product","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","720667","720667","F6050","Released","PCKGD CATHETER SUPPORT ASSY","Movex IntegrationUser"
"PCKGD EXRADIN A20 PHYSICS KIT","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","720679","720679","SK3570","Released","PCKGD EXRADIN A20 PHYSICS KIT","Movex IntegrationUser"
"REFURBISHED EXRADIN A20 KIT","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6001","Xoft Controller","1","720679-R","720679-R","720679-R","Released","REFURBISHED EXRADIN A20 KIT","Movex IntegrationUser"
"XOFT SOURCE 25 CM WATER S7501","Yes","Part","1/20/2024","Xoft Service","XHWS","Xoft","Xoft Sources","Xoft Source (25 cm Water coolant)","XHWS","386","DIV386","Xoft Service","6011","Xoft Source","1","720684","720684","S7501","Released","S7501 Xoft Source 25 cm Water Coolant","Movex IntegrationUser"
"XOFT SOURCE 25 CM GALDEN S7601","Yes","Part","1/20/2024","Xoft Service","XHWS","Xoft","Xoft Sources","Xoft Source, Esl (25cm, Galden coolant)","XHWS","386","DIV386","Xoft Service","6011","Xoft Source","1","720684-02","720684-02","S7601","Released","S7601 Xoft Source 25 cm GALDEN coolant","Movex IntegrationUser"
"AXX HDR XRAY SRC XC ESL CAL","Yes","Part","1/20/2024","Xoft Service","XHWS","Xoft","Xoft Sources","Xoft Sources","XHWS","386","DIV386","Xoft Service","6011","Xoft Source","1","720684-2C","720684-2C","720684-2C","Released","AXXENT HDR X-RAY SOURCE XC ESL CALIBRATED","Movex IntegrationUser"
"AXX HDR XRAY SRC XC HUT CAL","Yes","Part","1/20/2024","Xoft Service","XHWS","Xoft","Xoft Sources","Xoft Sources","XHWS","386","DIV386","Xoft Service","6011","Xoft Source","1","720684-C","720684-C","720684-C","Released","AXXENT HDR X-RAY SOURCE XC HUT CALIBRATED","Movex IntegrationUser"
"XC SOURCE NFHU ACCEPTANCE","Yes","Part","1/20/2024","Xoft Service","XHWS","Xoft","Xoft Sources","Xoft Acceptance Source","XHWS","386","DIV386","Xoft Service","6011","Xoft Source","1","720686","720686","SNH7601","Released","XC SOURCE NFHU ACCEPTANCE","Movex IntegrationUser"
"XOFT SOURCE 50 CM WATER S7551","Yes","Part","1/20/2024","Xoft Service","XHWS","Xoft","Xoft Sources","Xoft Source (50 cm Water coolant)","XHWS","386","DIV386","Xoft Service","6011","Xoft Source","1","720697","720697","S7551","Released","S7551 Xoft Source 50 cm Water coolant","Movex IntegrationUser"
"SURFACE CONTROLLER CONVERSION","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Controller  Accessories","Xoft  XP1100 to XP1200 Controller convertion","XHWP","386","DIV386","Xoft Service","6001","Xoft Controller","1","720706","720706","720706","Released","SURFACE CONTROLLER CONVERSION","Movex IntegrationUser"
"F5502 PCKGD WATER BAG","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Controller  Accessories","Water Bag for Cooling Tubing","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","720719","720719","F5502","Released","F5502 PCKGD WATER BAG","Movex IntegrationUser"
"NON SKIN ANNUAL 300","Yes","Part","1/20/2024","Other","XHWS","Xoft","","","XHWS","386","DIV386","Xoft Service","6012","Xoft Source Programs","1","720721","720721","S7750-300","Released","NON-SKIN ANNUAL SOURCE USAGE PROGRAM 300MIN","Movex IntegrationUser"
"NON SKIN ANNUAL 300","Yes","Part","1/20/2024","Other","XHWS","Xoft","","","XHWS","386","DIV386","Xoft Service","6012","Xoft Source Programs","1","720727","720727","S7601-300","Released","NON-SKIN ANNUAL SOURCE USAGE PROGRAM 300MIN","Movex IntegrationUser"
"NON SKIN ANNUAL 500 ESL-E","Yes","Part","1/20/2024","Other","XHWS","Xoft","","","XHWS","386","DIV386","Xoft Service","6012","Xoft Source Programs","1","720728","720728","S7601-500","Released","NON-SKIN ANNUAL SOURCE USAGE PROGRAM 500MIN - ESL-E","Movex IntegrationUser"
"NON SKIN ANNUAL 750 ESL-E","Yes","Part","1/20/2024","Other","XHWS","Xoft","","","XHWS","386","DIV386","Xoft Service","6012","Xoft Source Programs","1","720729","720729","S7601-750","Released","NON-SKIN ANNUAL SOURCE USAGE PROGRAM 750MIN - ESL-E","Movex IntegrationUser"
"NON SKIN ANNUAL 1500 ESL-E","Yes","Part","1/20/2024","Other","XHWS","Xoft","","","XHWS","386","DIV386","Xoft Service","6012","Xoft Source Programs","1","720731","720731","S7601-1500","Released","NON-SKIN ANNUAL SOURCE USAGE PROGRAM 1500MIN - ESL-E","Movex IntegrationUser"
"NON SKIN ANNUAL 2000 ESL-E","Yes","Part","1/20/2024","Other","XHWS","Xoft","","","XHWS","386","DIV386","Xoft Service","6012","Xoft Source Programs","1","720732","720732","S7601-2000","Released","NON-SKIN ANNUAL SOURCE USAGE PROGRAM 2000MIN - ESL-E","Movex IntegrationUser"
"YR 4000 MIN ESL","Yes","Part","1/20/2024","Other","XHWS","Xoft","","","XHWS","386","DIV386","Xoft Service","6012","Xoft Source Programs","1","720733","720733","S7601-4000","Released","YEARLY: 4000MIN ESL (S7601)","Movex IntegrationUser"
"NON SKIN ANN UNLIMITED","Yes","Part","1/20/2024","Other","XHWS","Xoft","","","XHWS","386","DIV386","Xoft Service","6012","Xoft Source Programs","1","720735","720735","S7750-0000","Released","NON-SKIN ANNUAL SOURCE USAGE PROGRAM UNLIMITEDMIN","Movex IntegrationUser"
"NON SKIN ANNUAL 500","Yes","Part","1/20/2024","Other","XHWS","Xoft","","","XHWS","386","DIV386","Xoft Service","6012","Xoft Source Programs","1","720736","720736","720736","Released","NON-SKIN ANNUAL SOURCE USAGE PROGRAM 500MIN","Movex IntegrationUser"
"NON SKIN ANNUAL 1000 ESL-E","Yes","Part","1/20/2024","Other","XHWS","Xoft","","","XHWS","386","DIV386","Xoft Service","6012","Xoft Source Programs","1","720737","720737","720737","Released","NON-SKIN ANNUAL SOURCE USAGE PROGRAM 1000MIN - ESL-E","Movex IntegrationUser"
"PCKGD AXXENT XFLEX SHIELD","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Shielding","xFlex Shield","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","720744","720744","F5410","Released","PCKGD AXXENT XFLEX SHIELD","Movex IntegrationUser"
